article_timestamp,article_get_timestamp,src_url_id,src_xml_id,lastpublished_timestamp,article_title,img_url,article_url,pages_url,first16kb,author_name
1384671120,1384774416,d44f2d52d9f2f92d748dc994f472dc1e,http://mylifeasakitten.tumblr.com/rss,1386889800,"Beyonce. Sucks. Balls. Not just any balls though. Talent-less, overrated, narcissistic balls.",,http://mylifeasakitten.tumblr.com/post/67234189613,http://mylifeasakitten.tumblr.com/,"<p>get out you&rsquo;re dead to me</p>",mylifeasakitten
1397716413,1397716413,75b6b2e4d36c3074595d0d42db2c6c1e,"http://turktorrent.biz/rss.php?secret_key=fde39b2fe5b0a6bee062f48c729d0afb&feedtype=details&timezone=3&showrows=50&categories=40,41,42,43,88,89,96,30,33,31,82,56,34,35,86,36,37,51,52,80,81,53,54,94,95,47,74,48,92,73,93,91,57,58,77,84,83,66,67,3,16,87,32,22,59,7,29,5,6,62,10,79,85,12,13,24,25,78,90,60,17,76,69",1397764212,"Kara Para Ask BL 6 (15.04.2014) HDTVRip XviD",http://turktorrent.cc/,http://turktorrent.cc/details.php?id=132089,http://turktorrent.cc/,"Uploader: Anonymous / Category: Trk Dizileri / Seeders: 21 / Leechers: 27 / Size: 763.83 MB / Snatched: 25 x times<br><br><div><div><div><div>Kara Para Ask BL 6 (15.04.2014) HDTVRip XviD</div></div></div><br><br><span><span>&nbsp;</span> <a href=""http://imageresim.com/images/43568592644294464026.jpg"" alt=""""><img src=""http://imageresim.com/images/43568592644294464026.jpg"" border=""0"" alt="""" onload=""TSResizeImage(this, '201933904_069f78378660983dc38ba00021a016d0');""></a></span><br><br><span><span>&nbsp;</span> <a href=""http://imageresim.com/images/44089399880619762390.png"" alt=""""><img src=""http://imageresim.com/images/44089399880619762390.png"" border=""0"" alt="""" onload=""TSResizeImage(this, '922383825_e062d87a71fc2a5c79b1892584b31325');""></a></span><br><br><div><div><span><span>&nbsp;</span> <a href=""http://www.imageresim.com/images/83124576375734844496.gif"" alt=""""><img src=""http://www.imageresim.com/images/83124576375734844496.gif"" border=""0"" alt="""" onload=""TSResizeImage(this, '1360114022_fcb6721db52d4bee3bac1e5341c628e4');""></a></span>Sevgili Arkadalar ndirdiiniz Sunumlarda Ya Da Eklenen Sunumlarda ""</div></div><div><div>Teekkr Et</div></div><div><div>"" Butonuna Basmay Unutmaynz. Bunu Alkanlk Haline Getiriniz. Emee Sayg Ltfen!!!</div></div><br><div><div>Hit&amp;Run</div></div> <div><div>(</div></div><div><div>ndir&amp;Ka</div></div><div><div>) Oran (Ratio) Sitede Her Dosya in</div></div> <div><div>0.60</div></div><div><div>'tr (Aksi Belirtilmedikce). Bu Deerin</div></div> <div><div>(</div></div><div><div>0.60</div></div><div><div>) Altnda Kalrsanz Uyar</div></div> <div><div>Alrsnz.<br>
5 Uyar Alan Otomatik Banlanr. Onun in Paylamda Kalnz. Torrent Ayarlarnz Yapnz.<br>
Sitedeki Genel Ratio En Az </div></div><div><div>0.80</div></div> <div><div>Olmaldr, Aksi Taktirde Sistem Otomatik Uyar Verir Ve 2 Hafta inde Dzeltmezseniz Hesabnz Otomatik Kapanr.<br>
Sitedeki Kurallar Mutlaka Okuyunuz. Kurallar hlal Ederseniz Hesabnz Kapanabilir. <br>
( <a href=""http://turktorrent.cc/rules.php"">http://turktorrent.cc/rules.php</a> )<br>
Bir Sorunla Karlatnzda Ya Da Sorunuz Olduunda Ltfen Ynetime Mesaj Atnz.<br>
( <a href=""http://www.turktorrent.cc/contactstaff.php"" target=""_blank"">http://www.turktorrent.cc/contactstaff.php</a> )</div></div></div>","TurkTorrent.cc RSS Syndicator"
1397865658,1397865658,87c19df1fff646abc58ae363bf3abc0f,http://feedity.com/rss.aspx/theseus-fi/UFJbV1dX,1412319416,"Tuotepaketeista voimaa urheilumatkailuun : Kouvolan seudun liikuntakeskusten tuotteistaminen",http://feedity.com/images/feedity-logo-small.gif,http://feedity.com/hop.aspx?BcFRCoAgDADQf8GrOJ2DottYLjYQEzbv33u1nEQUg7gvuwDWvoc%2BzfWbllzYeFt6FaTNPhhKzkhwIFWMAfMP,https://publications.theseus.fi/browse?order=DESC&amp;type=dateaccessioned,,"THESEUS - Selaus syöttöajan mukaan"
1397660320,1397672585,054b0a86c37a7edb46347fcafc5959dd,http://feed.tipsplus.me/TipsPlusMe,1412315877,"如何定制 Windows Phone 8.1 开始屏幕背景壁纸",,http://tipsplus.me/2014/04/diy-wp-8-1-start-screen-wallpaper.html,http://tipsplus.me/,"<p><img title=""&#22914;&#20309;&#23450;&#21046; Windows Phone 8.1 &#24320;&#22987;&#23631;&#24149;&#32972;&#26223;&#22721;&#32440;&#12304;&#22270;&#12305;"" alt=""&#22914;&#20309;&#23450;&#21046; Windows Phone 8.1 &#24320;&#22987;&#23631;&#24149;&#32972;&#26223;&#22721;&#32440;"" src=""http://tipsplus.me/wp-content/uploads/2014/04/145843vnD.png""></p>
<p><a href=""http://tipsplus.me/tag/windows-phone-8-1"" target=""_blank"">Windows Phone 8.1</a>&nbsp;&#20013;&#26032;&#22686;&#20102;&#24320;&#22987;&#23631;&#24149;&#30340;&#32972;&#26223;&#22721;&#32440;&#25903;&#25345;&#65292;&#25509;&#19979;&#26469;&#30340;&#38382;&#39064;&#23601;&#26159;&#22914;&#20309;&#25214;&#21040;&#22909;&#30475;&#32784;&#30475;&#19981;&#26434;&#20081;&#30340; WP8.1 &#24320;&#22987;&#23631;&#24149;&#22721;&#32440;&#12290;&#22914;&#26524;&#20320;&#24050;&#32463;&#25214;&#21040;&#28385;&#24847;&#30340;&#22721;&#32440;&#65292;&#21487;&#20197;&#22312; WP8.1 &#25163;&#26426;&ldquo;&#35774;&#32622; &gt; &#24320;&#22987;&#23631;&#24149; + &#20027;&#39064;&rdquo;&#20013;&#36873;&#25321;&#29031;&#29255;&#35774;&#32622;&#12290;</p>
<p>&#22914;&#26524;&#36824;&#26410;&#25214;&#21040;&#28385;&#24847;&#30340;&#22721;&#32440;&#65292;&#21017;&#21487;&#20197;&#32487;&#32493;&#38405;&#35835;&#12290;&#25105;&#20010;&#20154;&#30340;&#22721;&#32440;&#25361;&#36873;&#20027;&#35201;&#21407;&#21017;&#65292;&#26159;<strong>&#22270;&#26696;&#31616;&#21333;&#12289;&#39068;&#33394;&#20559;&#28145;</strong>&#65292;&#19979;&#38754;&#26159;&#25512;&#33616;&#30340; 4 &#31181;&#33719;&#24471;&#20248;&#31168;&#22721;&#32440;&#30340;&#36884;&#24452;&#65306;</p>
<p><strong>1. &#31995;&#32479;&#22721;&#32440;</strong></p>
<p>&#26080;&#35770;&#26159; Windows 8.1 &#31995;&#32479;&#22721;&#32440;&#21644;&#38145;&#23631;&#22721;&#32440;&#12289;WP8 &#30340;&#22721;&#32440;&#12289;&#36824;&#26159; Mac&#12289;iOS&#12289;Android &#20869;&#32622;&#30340;&#22721;&#32440;&#65292;&#22823;&#37096;&#20998;&#37117;&#36866;&#21512;&#35774;&#32622;&#20026; WP8.1 &#24320;&#22987;&#23631;&#24149;&#30340;&#22721;&#32440;&#12290;&#22312;&#30005;&#33041;&#19978;&#19979;&#36733;&#22721;&#32440;&#20043;&#21518;&#65292;&#21487;&#20197;&#36890;&#36807;&nbsp;Windows Phone &#21516;&#27493;&#24037;&#20855;&#25110;&#32773; OneDrive &#21516;&#27493;&#21040;&#25163;&#26426;&#20013;&#12290;</p>
<p><strong>2. PolyScreen</strong></p>
<p><img title=""&#22914;&#20309;&#23450;&#21046; Windows Phone 8.1 &#24320;&#22987;&#23631;&#24149;&#32972;&#26223;&#22721;&#32440;&#12304;&#22270;&#12305;"" alt=""&#22914;&#20309;&#23450;&#21046; Windows Phone 8.1 &#24320;&#22987;&#23631;&#24149;&#32972;&#26223;&#22721;&#32440;"" src=""http://tipsplus.me/wp-content/uploads/2014/04/145851Xod.jpg""></p>
<p>PolyScreen &#26159;&#19968;&#27454;&#20960;&#20309;&#26865;&#35282;&#30340;&#22721;&#32440;&#29983;&#25104;&#24037;&#20855;&#65292;&#20320;&#21487;&#20197;&#35774;&#32622;&#20960;&#20309;&#22823;&#23567;&#65288;&#36234;&#23567;&#23631;&#24149;&#19978;&#26865;&#35282;&#36234;&#22810;&#65289;&#21644;&#39068;&#33394;&#65292;&#20445;&#23384;&#23601;&#21487;&#20197;&#19979;&#36733;&#21040;&#25163;&#26426;&#29031;&#29255;&#20013;&#12290;<a href=""http://windowsphone.com/s?appid=e4f85733-9f8c-4099-9a74-2e894698d50c"" target=""_blank"">&#30452;&#25509;&#20813;&#36153;&#19979;&#36733;</a>&#65288;&#32654;&#22269;&#21306;&#65289;&#65306;</p>
<p><img title=""&#22914;&#20309;&#23450;&#21046; Windows Phone 8.1 &#24320;&#22987;&#23631;&#24149;&#32972;&#26223;&#22721;&#32440;&#12304;&#22270;&#12305;"" alt=""&#22914;&#20309;&#23450;&#21046; Windows Phone 8.1 &#24320;&#22987;&#23631;&#24149;&#32972;&#26223;&#22721;&#32440;"" src=""http://tipsplus.me/wp-content/uploads/2014/04/145857Y8s.png""></p>
<p><strong>3. Start Screen Customizer</strong></p>
<p><img title=""&#22914;&#20309;&#23450;&#21046; Windows Phone 8.1 &#24320;&#22987;&#23631;&#24149;&#32972;&#26223;&#22721;&#32440;&#12304;&#22270;&#12305;"" alt=""&#22914;&#20309;&#23450;&#21046; Windows Phone 8.1 &#24320;&#22987;&#23631;&#24149;&#32972;&#26223;&#22721;&#32440;"" src=""http://tipsplus.me/wp-content/uploads/2014/04/145901qhF.jpg""></p>
<p>Start Screen Customizer &#26159;&#19968;&#27454;&#32431;&#33394;&#12289;&#36807;&#28193;&#33394;&#22721;&#32440;&#29983;&#25104;&#24037;&#20855;&#65292;&#21487;&#20197;&#23454;&#29616;&#31995;&#32479;&#20027;&#39064;&#33394;&#19981;&#25903;&#25345;&#30340;&#39068;&#33394;&#26041;&#26696;&#65292;&#20063;&#21487;&#20197;&#22721;&#32440;&#28388;&#38236;&#22788;&#29702;&#12290;<a href=""http://windowsphone.com/s?appid=087fa43e-7951-4da4-9403-6a26ab013ff4"" target=""_blank"">&#36825;&#37324;&#20813;&#36153;&#19979;&#36733;</a>&#65306;</p>
<p><img title=""&#22914;&#20309;&#23450;&#21046; Windows Phone 8.1 &#24320;&#22987;&#23631;&#24149;&#32972;&#26223;&#22721;&#32440;&#12304;&#22270;&#12305;"" alt=""&#22914;&#20309;&#23450;&#21046; Windows Phone 8.1 &#24320;&#22987;&#23631;&#24149;&#32972;&#26223;&#22721;&#32440;"" src=""http://tipsplus.me/wp-content/uploads/2014/04/145907erM.png""></p>
<p><strong>4. &#29233;&#22721;&#32440;</strong></p>
<p><img title=""&#22914;&#20309;&#23450;&#21046; Windows Phone 8.1 &#24320;&#22987;&#23631;&#24149;&#32972;&#26223;&#22721;&#32440;&#12304;&#22270;&#12305;"" alt=""&#22914;&#20309;&#23450;&#21046; Windows Phone 8.1 &#24320;&#22987;&#23631;&#24149;&#32972;&#26223;&#22721;&#32440;"" src=""http://tipsplus.me/wp-content/uploads/2014/04/145909MY1.jpg""></p>
<p>&#29233;&#22721;&#32440;&#26159;&#19987;&#19994;&#22721;&#32440;&#25512;&#33616;&#24212;&#29992;&#65292;&#25552;&#20379;&#28023;&#37327;&#22721;&#32440;&#25512;&#33616;&#65292;<a href=""http://www.windowsphone.com/s?appid=ea41b3b1-1533-4946-ab5d-412a61ca8ade"" target=""_blank"">&#36825;&#37324;&#20813;&#36153;&#19979;&#36733;</a>&#65306;</p>
<p><img title=""&#22914;&#20309;&#23450;&#21046; Windows Phone 8.1 &#24320;&#22987;&#23631;&#24149;&#32972;&#26223;&#22721;&#32440;&#12304;&#22270;&#12305;"" alt=""&#22914;&#20309;&#23450;&#21046; Windows Phone 8.1 &#24320;&#22987;&#23631;&#24149;&#32972;&#26223;&#22721;&#32440;"" src=""http://tipsplus.me/wp-content/uploads/2014/04/145911YGB.png""></p>
<p>Windows Phone 8.1 &#20013;&#22914;&#26524;&#24320;&#21551;&#20102; Cortana&#65292;Bing Vision &#23601;&#20250;&#34987;&#38544;&#34255;&#65292;&#20294;&#21487;&#20197;&#22312;&#30456;&#26426;&#38236;&#22836;&#24212;&#29992;&#20013;&#25214;&#21040; Bing Vision &#24320;&#22987;&#25195;&#25551;&#20108;&#32500;&#30721;&#65292;&#21478;&#22806;&#38750; HTC &#29992;&#25143;&#21487;&#20197;&#36890;&#36807;&nbsp;<a href=""http://www.windowsphone.com/s?appid=6c83cb68-dd58-46ea-a316-9aa34b2cfd0c"" target=""_blank"">Clock Hub</a>&nbsp;&#22312;&#24320;&#22987;&#23631;&#24149;&#19978;&#21152;&#19978;&#26102;&#38047;&#30913;&#36148;&#12290;</p>
<p>via&#65306;<a href=""http://livesino.net/archives/6831.live"">Livesino</a></p>
<table cellspacing=""0"" cellpadding=""3"" border=""0""><tr><td colspan=""5""><b>&#30456;&#20851;&#25991;&#31456;&#65306;</b></td>
    </tr><tr><td width=""119"" valign=""top"">
                    <a target=""_blank"" title=""&#24494;&#36719;&#27491;&#24335;&#23459;&#24067; Windows Phone 8.1 &#21644; Cortana"" href=""http://app.wumii.com/ext/redirect?url=http%3A%2F%2Ftipsplus.me%2F2014%2F04%2Fintroducing-windows-phone-8-1-and-cortana.html&amp;from=http%3A%2F%2Ftipsplus.me%2F2014%2F04%2Fdiy-wp-8-1-start-screen-wallpaper.html"">
                        <img src=""http://static.wumii.cn/site_images/ti/ODr8Gu7O.jpg?i=avpHfbdz"" width=""113px"" height=""113px"" title=""&#22914;&#20309;&#23450;&#21046; Windows Phone 8.1 &#24320;&#22987;&#23631;&#24149;&#32972;&#26223;&#22721;&#32440;&#12304;&#22270;&#12305;"" alt=""&#22914;&#20309;&#23450;&#21046; Windows Phone 8.1 &#24320;&#22987;&#23631;&#24149;&#32972;&#26223;&#22721;&#32440;""><br>&#24494;&#36719;&#27491;&#24335;&#23459;&#24067; Windows Phone 8.1 &#21644; Cortana
                    </a>
                </td>
                <td width=""119"" valign=""top"">
                    <a target=""_blank"" title=""&#35753;Windows Phone&#30340;WiFi&#36830;&#25509;&#27704;&#19981;&#26029;"" href=""http://app.wumii.com/ext/redirect?url=http%3A%2F%2Ftipsplus.me%2F2012%2F07%2Fkeep-wifi-alive-for-windows-phone.html&amp;from=http%3A%2F%2Ftipsplus.me%2F2014%2F04%2Fdiy-wp-8-1-start-screen-wallpaper.html"">
                        <img src=""http://static.wumii.cn/site_images/ti/6vdYnTdT.jpg?i=2QhwpTpe"" width=""113px"" height=""113px"" title=""&#22914;&#20309;&#23450;&#21046; Windows Phone 8.1 &#24320;&#22987;&#23631;&#24149;&#32972;&#26223;&#22721;&#32440;&#12304;&#22270;&#12305;"" alt=""&#22914;&#20309;&#23450;&#21046; Windows Phone 8.1 &#24320;&#22987;&#23631;&#24149;&#32972;&#26223;&#22721;&#32440;""><br>&#35753;Windows Phone&#30340;WiFi&#36830;&#25509;&#27704;&#19981;&#26029;
                    </a>
                </td>
                <td width=""119"" valign=""top"">
                    <a target=""_blank"" title=""Orientation Lock &#19968;&#27454;&#24555;&#36895;&#38145;&#23450;Windows Phone&#23631;&#24149;&#30340;&#24037;&#20855;"" href=""http://app.wumii.com/ext/redirect?url=http%3A%2F%2Ftipsplus.me%2F2012%2F04%2Forientation-lock-is-a-fast-lock-the-screen-tool-for-windows-phone.html&amp;from=http%3A%2F%2Ftipsplus.me%2F2014%2F04%2Fdiy-wp-8-1-start-screen-wallpaper.html"">
                        <img src=""http://static.wumii.cn/site_images/ti/94Z6rurA.jpg?i=kzdVatYH"" width=""113px"" height=""113px"" title=""&#22914;&#20309;&#23450;&#21046; Windows Phone 8.1 &#24320;&#22987;&#23631;&#24149;&#32972;&#26223;&#22721;&#32440;&#12304;&#22270;&#12305;"" alt=""&#22914;&#20309;&#23450;&#21046; Windows Phone 8.1 &#24320;&#22987;&#23631;&#24149;&#32972;&#26223;&#22721;&#32440;""><br>Orientation Lock &#19968;&#27454;&#24555;&#36895;&#38145;&#23450;Windows Phone&#23631;&#24149;&#30340;&#24037;&#20855;
                    </a>
                </td>
                <td width=""119"" valign=""top"">
                    <a target=""_blank"" title=""&#12304;&#35270;&#39057;&#12305;Windows Phone&#31995;&#32479;&#23545;&#27604;&#65306;Mango VS Tango"" href=""http://app.wumii.com/ext/redirect?url=http%3A%2F%2Ftipsplus.me%2F2012%2F06%2Fthe-windows-phone-mango-vs-windows-phone-the-the-tango-video.html&amp;from=http%3A%2F%2Ftipsplus.me%2F2014%2F04%2Fdiy-wp-8-1-start-screen-wallpaper.html"">
                        <img src=""http://static.wumii.cn/site_images/ti/15InKmWy3.jpg?i=fVhJOanK"" width=""113px"" height=""113px"" title=""&#22914;&#20309;&#23450;&#21046; Windows Phone 8.1 &#24320;&#22987;&#23631;&#24149;&#32972;&#26223;&#22721;&#32440;&#12304;&#22270;&#12305;"" alt=""&#22914;&#20309;&#23450;&#21046; Windows Phone 8.1 &#24320;&#22987;&#23631;&#24149;&#32972;&#26223;&#22721;&#32440;""><br>&#12304;&#35270;&#39057;&#12305;Windows Phone&#31995;&#32479;&#23545;&#27604;&#65306;Mango VS Tango
                    </a>
                </td>
                <td width=""119"" valign=""top"">
                    <a target=""_blank"" title=""&#20840;&#26032;Skype&#30331;&#38470;Windows Phone 8"" href=""http://app.wumii.com/ext/redirect?url=http%3A%2F%2Ftipsplus.me%2F2012%2F10%2Fnew-skype-for-windows-phone-8-detailed-video.html&amp;from=http%3A%2F%2Ftipsplus.me%2F2014%2F04%2Fdiy-wp-8-1-start-screen-wallpaper.html"">
                        <img src=""http://static.wumii.cn/site_images/ti/2pvhbVV7.jpg?i=e9YjUaqR"" width=""113px"" height=""113px"" title=""&#22914;&#20309;&#23450;&#21046; Windows Phone 8.1 &#24320;&#22987;&#23631;&#24149;&#32972;&#26223;&#22721;&#32440;&#12304;&#22270;&#12305;"" alt=""&#22914;&#20309;&#23450;&#21046; Windows Phone 8.1 &#24320;&#22987;&#23631;&#24149;&#32972;&#26223;&#22721;&#32440;""><br>&#20840;&#26032;Skype&#30331;&#38470;Windows Phone 8
                    </a>
                </td>
        </tr><tr><td colspan=""5"" align=""right"">
            <a href=""http://www.wumii.com/widget/relatedItems"" target=""_blank"" title=""&#26080;&#35269;&#20851;&#32852;&#25512;&#33616;"">
                &#26080;&#35269;
            </a>
        </td>
    </tr></table><div>
<a href=""http://feed.tipsplus.me/~ff/TipsPlusMe?a=wjkv-U9l-3o:skgcyEsuRE4:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/TipsPlusMe?d=yIl2AUoC8zA"" border=""0""></a>
</div><img src=""http://feeds.feedburner.com/~r/TipsPlusMe/~4/wjkv-U9l-3o"" height=""1"" width=""1"">",TipsPlus.Me
1399986900,1399989518,aecaf7776b356e50a76f7fd47325c1ca,http://www.democracyjournal.org/arguments/atom.xml,1412255700,"Climate Abolitionism and the Economy Lie",,http://www.democracyjournal.org/arguments/2014/05/climate-abolitionism-and-the-economy-lie.php,http://www.democracyjournal.org/arguments/,"<p>Monday brought climate news that can only be described as, well, frightening. An <a href=""http://www.nytimes.com/2014/05/13/science/earth/collapse-of-parts-of-west-antarctica-ice-sheet-has-begun-scientists-say.html?hp&amp;_r=0"">apparently-unstoppable melting process</a> of the huge West Antarctica ice sheet has begun, which will almost certainly lead to long-feared rises in sea levels. The total rise over the next few centuries could be ten feet or more&mdash;far beyond the point that would be catastrophic for millions living in coastal areas.  <br><br><br><a href=""http://www.democracyjournal.org/arguments/Antarctica.jpg""><img alt=""Antarctica.jpg"" src=""http://www.democracyjournal.org/arguments/assets_c/2014/05/Antarctica-thumb-400x200-506.jpg"" width=""400"" height=""200""></a></p>
        <p> The news provides a good reason to read&mdash;if you haven&rsquo;t already&mdash;Chris Hayes&rsquo;s <a href=""http://www.thenation.com/article/179461/new-abolitionism?page=full"">recent essay in <em>The Nation</em></a> calling climate activism &ldquo;the New Abolitionism.&rdquo; Hayes is careful to insist that &ldquo;there is absolutely no conceivable moral comparison&rdquo; between carbon emissions and chattel slavery. Instead, the essay is intended to draw attention to an overlooked economic point: Because slavery was connected to an unbelievable amount of America&rsquo;s prewar wealth, calling for its elimination was an almost unthinkably radical demand. Before the Civil War, slaves represented about 16 percent of total household assets in the entire country, and they were at the center of the booming Southern cotton industry. Abolition was therefore not just a moral crusade; it was a call for the dismantling of an entire system of wealth and labor. </p> 

<p>For understandable reasons, most people today don&rsquo;t think of abolitionist politics as a form of economic radicalism. But Hayes&rsquo;s piece helps illuminate an important parallel between the abolitionist era and our own. Just as with slavery, climate activists should never allow their opponents to confuse economic arguments with plutocratic ones. Slavery might have been central to the prewar Southern economy, but it wasn&rsquo;t good for it. Instead, it was &ldquo;a kind of crutch,&rdquo; allowing the South to over-rely on a form of labor &ldquo;that stunts economic diversification and development.&rdquo; While the North built up manufacturing capacity, the South remained an economic backwater, &ldquo;largely mired,&rdquo; Hayes notes, &ldquo;in the pre-industrial age.&rdquo; Slaveowners defending their peculiar institution challenged their opponents to imagine a world without King Cotton. But examined closely, this wasn&rsquo;t a defense of the Southern economy&mdash;it was a defense of a certain arrangement of the cotton industry. Confusing the two allowed a wealthy slave- and land-owning class to defend its special interests while actually harming the broader economy. </p>

<p>Climate denialists rely on a similar confusion of plutocratic arguments with economic ones. Appearing on ABC&rsquo;s &ldquo;This Week&rdquo; this past Sunday, Marco Rubio <a href=""http://abcnews.go.com/ThisWeek/week-transcript-defense-secretary-chuck-hagel-sen-marco/story?id=23667691&amp;singlePage=true"">announced his disbelief</a> in human-caused global warming and declared, &ldquo;I do not believe that the laws that they propose we pass will do anything about it. Except it will destroy our economy.&rdquo; <a href=""http://nymag.com/daily/intelligencer/2014/05/krauthammer-george-will-attack-climate-science.html"">Charles Krauthammer asserts</a> that &ldquo;all that we&rsquo;re doing is committing economic suicide in the name of do-goodism that will not do an iota of good.&rdquo; <a href=""http://www.mcconnell.senate.gov/public/index.cfm?p=PressReleases&amp;ContentRecord_id=86948458-32b2-4cb2-9c3c-04b95f3304a3&amp;ContentType_id=f4c2c223-b5bb-41cf-9cab-3f5928c0c550&amp;c19bc7a5-2bb9-4a73-b2ab-3c1b5191a72b&amp;Group_id=9ba2cc16-fd2a-47d2-b2d3-0b0708b92b13"">Mitch McConnell decries</a> an environmental policy aimed at &ldquo;alleviating the guilt complexes of liberal elites&rdquo; whose costs would &ldquo;be borne by the Middle Class.&rdquo; But of course, climate change is already imposing huge costs&mdash;not just on the middle class, but on everybody who has to deal with unpredictable changes in animal and plant life, <a href=""http://droughtmonitor.unl.edu/Home/StateDroughtMonitor.aspx?CA"">unprecedented droughts</a>, superstorms, and more&mdash;not to mention the cost of huge coastal areas (home to some of the world&rsquo;s most economically-productive cities) being flooded by rising seawaters. </p>

<p>Opponents of action against climate change tend to conflate what&rsquo;s good for the economy with what&rsquo;s good for the fossil-fuel industry. But whatever economic costs are imposed by steps against climate change, they&rsquo;re all aimed at changing a trajectory that, from an environmental <em>and</em> economic standpoint, is utterly suicidal. Hayes is right: Climate activists resemble abolitionists in the far-reaching economic impact of their demands. But his point can be taken even further. Their opponents, like those who warned of the downfall of King Cotton, are far from the voice of economic sanity against pie-in-the-sky radicals. Instead, they represent a set of narrow special interests that would sacrifice everything&mdash;economy included&mdash;for the interests of a few.</p>
<p><em>Photo credit: <a href=""https://www.flickr.com/photos/liamq/"">Liam Quinn</a></em></p>",Arguments
1311117960,1383844188,c8ad228147db913fe431df3d28740528,http://kingmob.cgsociety.org/gallery/rss.xml,1311119640,"Star Burst Zombie",,http://kingmob.cgsociety.org/gallery/995132,http://kingmob.cgsociety.org/gallery/,"<img src=""http://features.cgsociety.org/newgallerycrits/g84/5784/5784_1311136006_small.jpg""><br><br>Another Starburst zombie, zbrush and photoshop again","kingmob's CGPortoflio Gallery"
1396950009,1396981293,d592861e798718f48a0b6fb1bd918348,http://presportal.ru/feed/,1412084465,,,,,,
1399039240,1399071476,2577efaf48d8eb674f787bea5cbd2e3d,http://www.rollingstone.com/rssxml/album_reviews.xml,1408421100,"So It Goes",,http://www.rollingstone.com/music/albumreviews/so-it-goes-20140502,http://www.rollingstone.com/music/albumreviews,"You won't hear any attempts to remake Reasonable Doubt or Illmatic on this hotly tipped New York rap trio's debut &ndash; these street rats are telling a new story Producer Sporting Life's lush chaotic beats back the group's two young MCs as they deliver intricate incantations about being high in...<p><a href=""http://www.rollingstone.com/music/albumreviews/so-it-goes-20140502""><img src=""http://assets-s3.rollingstone.com/assets/images/album_review/306x306/a1ex-0rsinl-sl1500-1399042033.jpg""></a></p>","RollingStone.com: Album Reviews"
1399255222,1399284730,31e08423d0f9f9cd7c66a0f2746f9013,http://w3.tbd.my/syndication.php?limit=15,1412306486,"salam perkenalan",,http://w3.tbd.my/thread-14736.html,http://w3.tbd.my/,"hallo members TBD, salam kenal...<br>
saya dr indonesia,  ijin belajar di negri seberang <img src=""http://w3.tbd.my/images/smilies/smile.png"" border=""0"" alt=""Smile"" title=""Smile""><br>
terimakasih.","TBD.my - All Forums"
1398985782,1399024819,512fa162ab865231cc65f97ca869cbed,http://keithjacks.tumblr.com/rss,1411753138,"""Hail Hydra,"" I whisper to myself as I use the last of the toilet paper without replacing it.",,http://keithjacks.tumblr.com/post/84465033742,http://keithjacks.tumblr.com/,"<p>""Hail Hydra,"" I whisper to myself as I use the last of the toilet paper without replacing it.</p>","Also, I can kill you with my brain"
1363621800,1383841357,0186d80071f4190292dd69b207367f35,http://art-and-sex.tumblr.com/rss,1412250329,Photo,,http://art-and-sex.tumblr.com/post/45676911487,http://art-and-sex.tumblr.com/,"<img src=""http://25.media.tumblr.com/tumblr_ldyad4OQMf1qfbon7o1_500.jpg""><br><br>","Art and Sex"
1398927600,1398951085,1103615fc930ffead01a1f6f999b4913,http://portal.nifty.com/rss/headline.rdf,1412301600,みりんって何？,,http://portal.nifty.com/kiji/140501164002_1.htm,http://portal.nifty.com/,"<img src=""http://portal.nifty.com/2014/05/01/c/img/pc/50.jpg"" alt=""&#12415;&#12426;&#12435;&#12387;&#12390;&#20309;&#65311;"" width=""50"" height=""50""> &#26009;&#29702;&#12395;&#12362;&#12369;&#12427;&#12415;&#12426;&#12435;&#12398;&#31435;&#12385;&#20301;&#32622;&#12364;&#12424;&#12367;&#12431;&#12363;&#12425;&#12394;&#12356;&#12290;&#12356;&#12388;&#12414;&#12391;&#12418;&#25918;&#12387;&#12390;&#12362;&#12363;&#12378;&#12395;&#12381;&#12429;&#12381;&#12429;&#30693;&#12429;&#12358;",デイリーポータルＺ：ヘッドライン
1398201703,1398239000,771dbdb978822f54c97508e1438f4459,http://smokinhotwives.tumblr.com/rss,1412022279,"Busty ballerina takes some great selfies!",,http://smokinhotwives.tumblr.com/post/83550889019,http://smokinhotwives.tumblr.com/,"<img src=""http://24.media.tumblr.com/78d3374c39f6a3bf205797ef72c3c0d6/tumblr_n4gbc7fyM51rcar8oo1_500.jpg""><br><br><p>Busty ballerina takes some great selfies!</p>","Smokin' Hot Wives &amp; GF's"
1385996400,1386180396,c6eb583a4244db2d12d6663452882000,http://eneken.ieej.or.jp/rss.php,1411916400,"PROSPECTS OF ENERGY EFFICIENCY IN ASEAN AND ASIA - ASIA/WORLD ENERGY OUTLOOK 2013",,http://eneken.ieej.or.jp/,http://eneken.ieej.or.jp/,"Singapore International Energy Week(2013&#24180;10&#26376;31&#26085;) &#30330;&#34920;&#36039;&#26009;","IEEJ The Institute of Energy Economics, Japan"
